[Date],[Open],[High],[Low],[Close],[Volume-crypto],[Volume-currency]
20141219,0.00000980,0.00001450,0.00000880,0.00000890,0.37891084,36962.81714056
20141220,0.00000900,0.00000907,0.00000882,0.00000882,0.24256838,27401.97694072
20141221,0.00000882,0.00000882,0.00000703,0.00000730,0.62175009,78321.01044367
20141222,0.00000729,0.00000941,0.00000700,0.00000711,0.59529705,79756.13229460
20141223,0.00000655,0.00000655,0.00000010,0.00000374,2.69331476,1018056.24945816
20141224,0.00000367,0.00000443,0.00000350,0.00000360,0.74589315,209447.16039601
20141225,0.00000361,0.00000550,0.00000352,0.00000352,2.54661048,618042.15608943
20141226,0.00000329,0.00000362,0.00000300,0.00000322,1.69494185,530207.98675944
20141227,0.00000322,0.00000367,0.00000300,0.00000367,1.81652369,583355.24516378
20141228,0.00000367,0.00000367,0.00000305,0.00000320,1.22288125,369435.02855376
20141229,0.00000314,0.00000444,0.00000314,0.00000401,1.16606195,296465.69527170
20141230,0.00000428,0.00000638,0.00000402,0.00000594,1.69134040,312034.54241381
20141231,0.00000554,0.00000559,0.00000462,0.00000473,1.48088334,283302.02344916
20150101,0.00000472,0.00000531,0.00000416,0.00000458,3.57774487,806233.96986473
20150102,0.00000458,0.00000638,0.00000431,0.00000637,5.16948547,954527.67277602
20150103,0.00000637,0.00001130,0.00000606,0.00000700,6.83669533,897432.19694788
20150104,0.00000701,0.00000701,0.00000463,0.00000555,5.39379480,965583.65603069
20150105,0.00000643,0.00000750,0.00000533,0.00000736,2.27220849,354144.88738584
20150106,0.00000644,0.00000746,0.00000561,0.00000565,3.02750585,481653.98678767
20150107,0.00000616,0.00000661,0.00000442,0.00000465,4.31507458,784090.16101310
20150108,0.00000465,0.00000499,0.00000437,0.00000437,1.41649024,308688.84092741
20150109,0.00000477,0.00000495,0.00000437,0.00000495,1.68222052,366567.80254482
20150110,0.00000499,0.00000499,0.00000400,0.00000412,2.78080733,628204.48074152
20150111,0.00000412,0.00000470,0.00000380,0.00000420,1.31038189,317813.70842366
20150112,0.00000448,0.00000449,0.00000262,0.00000269,2.59955683,710285.88557440
20150113,0.00000340,0.00000346,0.00000293,0.00000307,0.69033701,221312.21659139
20150114,0.00000308,0.00000330,0.00000290,0.00000305,1.21497160,402278.25051715
20150115,0.00000308,0.00000480,0.00000290,0.00000480,2.76296125,706320.10899500
20150116,0.00000455,0.00000495,0.00000400,0.00000413,1.25913850,287076.32725887
20150117,0.00000413,0.00000413,0.00000323,0.00000412,0.96289994,253254.52040816
20150118,0.00000409,0.00000470,0.00000326,0.00000362,0.79463251,206723.66247623
20150119,0.00000361,0.00000590,0.00000361,0.00000560,2.52864227,519763.57662769
20150120,0.00000523,0.00000688,0.00000451,0.00000512,9.16263042,1432797.11803464
20150121,0.00000503,0.00000600,0.00000440,0.00000495,3.04602792,585451.43265904
20150122,0.00000539,0.00000539,0.00000443,0.00000443,0.17686426,35262.86820444
20150123,0.00000443,0.00000501,0.00000371,0.00000371,0.23179046,57546.69607057
20150124,0.00000374,0.00000401,0.00000373,0.00000401,0.07901586,20022.36275726
20150125,0.00000401,0.00000401,0.00000400,0.00000400,0.08311029,20753.99765871
20150126,0.00000400,0.00000400,0.00000370,0.00000370,0.37584468,100827.38815936
20150127,0.00000370,0.00000390,0.00000281,0.00000288,2.32588260,649136.28248585
20150128,0.00000300,0.00000307,0.00000205,0.00000247,1.13258493,429130.34615213
20150129,0.00000221,0.00000398,0.00000221,0.00000387,1.85229313,610611.19742322
20150130,0.00000392,0.00000600,0.00000392,0.00000440,1.37856871,285435.91823245
20150131,0.00000515,0.00000539,0.00000333,0.00000449,1.86650257,437669.05327066
20150201,0.00000406,0.00000406,0.00000406,0.00000406,0.06710733,16528.90394087
20150202,0.00000402,0.00000414,0.00000380,0.00000381,0.06728281,17643.42300182
20150203,0.00000380,0.00000550,0.00000380,0.00000400,0.19576363,48922.10961229
20150204,0.00000490,0.00000490,0.00000403,0.00000403,0.32854963,81280.55240028
20150205,0.00000401,0.00000494,0.00000400,0.00000400,0.51030211,127487.57457748
20150206,0.00000449,0.00000449,0.00000382,0.00000426,0.02847949,7308.77496363
20150207,0.00000384,0.00000392,0.00000382,0.00000382,0.23969066,61784.63275490
20150208,0.00000382,0.00000387,0.00000337,0.00000362,1.68424153,481690.33519138
20150209,0.00000345,0.00000345,0.00000338,0.00000338,0.30518993,90057.25450309
20150210,0.00000354,0.00000364,0.00000354,0.00000364,0.06493301,18313.41028616
20150211,0.00000356,0.00000499,0.00000356,0.00000499,0.41753634,87211.43459858
20150212,0.00000444,0.00000585,0.00000412,0.00000413,0.61844312,117701.08395878
20150214,0.00000412,0.00000412,0.00000410,0.00000410,0.05196691,12620.61166511
20150215,0.00000401,0.00000401,0.00000401,0.00000401,0.00069003,172.07781962
20150216,0.00000401,0.00000401,0.00000401,0.00000401,0.04895131,12207.31051527
20150217,0.00000378,0.00000378,0.00000362,0.00000362,0.00183425,500.00000000
20150218,0.00000372,0.00000372,0.00000325,0.00000326,1.03997926,309024.04284314
20150219,0.00000361,0.00000361,0.00000302,0.00000302,0.42598796,127417.05417470
20150220,0.00000319,0.00000325,0.00000300,0.00000300,0.57396675,188581.96102798
20150221,0.00000305,0.00000476,0.00000300,0.00000469,0.19120183,62416.26797003
20150223,0.00000365,0.00000365,0.00000317,0.00000317,0.15223981,47647.47887588
20150224,0.00000330,0.00000330,0.00000294,0.00000294,0.23331164,73752.99806050
20150225,0.00000294,0.00000294,0.00000290,0.00000290,0.00328984,1121.52372172
20150226,0.00000290,0.00000290,0.00000290,0.00000290,0.04288860,14789.17815081
20150227,0.00000297,0.00000298,0.00000280,0.00000280,0.62316480,219309.57571506
20150301,0.00000280,0.00000280,0.00000273,0.00000273,0.31830286,115165.82120938
20150302,0.00000273,0.00000273,0.00000251,0.00000251,1.14618230,434071.51734220
20150303,0.00000266,0.00000266,0.00000251,0.00000251,0.04691646,18004.09123777
20150304,0.00000251,0.00000260,0.00000251,0.00000251,0.23562061,93514.19986359
20150305,0.00000251,0.00000306,0.00000251,0.00000306,0.33285369,129544.21202692
20150306,0.00000303,0.00000472,0.00000271,0.00000350,0.80296189,212291.36665069
20150307,0.00000331,0.00000331,0.00000280,0.00000280,0.24455418,86216.62818019
20150308,0.00000343,0.00000343,0.00000331,0.00000331,0.06138937,18156.29649234
20150309,0.00000333,0.00000333,0.00000333,0.00000333,0.01984476,5959.38907123
20150310,0.00000336,0.00000340,0.00000330,0.00000330,0.15298685,45932.93953282
20150311,0.00000330,0.00000510,0.00000281,0.00000477,0.37285089,114926.46682817
20150312,0.00000440,0.00000549,0.00000440,0.00000549,0.13283144,25000.00000000
20150313,0.00000411,0.00000511,0.00000411,0.00000511,0.09019954,20926.64666616
20150314,0.00000419,0.00000499,0.00000411,0.00000499,0.07246955,14569.63825651
20150315,0.00000499,0.00000549,0.00000430,0.00000430,0.12388948,25552.77435166
20150316,0.00000455,0.00000456,0.00000430,0.00000456,0.09026754,20847.95620100
20150317,0.00000415,0.00000450,0.00000410,0.00000450,0.11451983,26158.82473507
20150319,0.00000460,0.00000541,0.00000460,0.00000474,0.20080057,41286.21009373
20150320,0.00000434,0.00000471,0.00000420,0.00000471,1.27172253,295710.00435689
20150321,0.00000463,0.00000465,0.00000462,0.00000462,0.32521470,70065.81133232
20150322,0.00000461,0.00000558,0.00000430,0.00000450,1.67571378,366093.13062891
20150323,0.00000436,0.00000436,0.00000430,0.00000430,0.09937997,23068.03104000
20150324,0.00000414,0.00000414,0.00000340,0.00000340,0.05567097,15668.93686415
20150325,0.00000340,0.00000340,0.00000340,0.00000340,0.01405882,4134.94776012
20150326,0.00000340,0.00000432,0.00000331,0.00000432,1.20240325,328522.89588055
20150328,0.00000376,0.00000448,0.00000360,0.00000448,0.26437649,62153.24041129
20150329,0.00000435,0.00000680,0.00000435,0.00000680,0.07844309,14200.55734561
20150330,0.00000670,0.00000720,0.00000649,0.00000720,0.10844840,15832.67534108
20150331,0.00000720,0.00001989,0.00000720,0.00001700,2.65829504,220429.62018485
20150401,0.00001499,0.00001499,0.00000650,0.00000720,1.12530292,149864.81921287
20150404,0.00000922,0.00000954,0.00000922,0.00000954,0.01903286,2000.00000000
20150405,0.00000953,0.00000954,0.00000601,0.00000601,0.11042801,14916.18377500
20150407,0.00000601,0.00001208,0.00000601,0.00001195,0.32088096,33214.58556171
20150408,0.00001000,0.00001100,0.00001000,0.00001000,0.66665350,61677.85092000
20150409,0.00001000,0.00001000,0.00001000,0.00001000,0.22853712,22853.71452000
20150410,0.00000970,0.00000970,0.00000699,0.00000715,0.17098920,24193.22943880
20150411,0.00000700,0.00000997,0.00000700,0.00000997,0.02394804,2698.40544307
20150412,0.00000997,0.00001170,0.00000841,0.00001170,1.53188205,143740.28171163
20150413,0.00001170,0.00001575,0.00000967,0.00001401,4.42911709,351447.57264330
20150414,0.00001460,0.00002599,0.00001352,0.00002440,6.55846391,321089.09694465
20150415,0.00002145,0.00002480,0.00001420,0.00001420,1.67266946,85369.84577051
20150416,0.00001470,0.00001850,0.00001340,0.00001731,2.02502418,142360.17052432
20150417,0.00001600,0.00001770,0.00001600,0.00001770,0.92972852,52926.76408989
20150418,0.00001590,0.00001766,0.00001590,0.00001766,0.35432177,22145.47337395
20150419,0.00001765,0.00001765,0.00001700,0.00001735,0.71648575,42052.01765715
20150420,0.00001621,0.00001920,0.00001610,0.00001610,0.59809587,35613.35407333
20150421,0.00001610,0.00002120,0.00001610,0.00002120,1.20161038,63299.83602793
20150422,0.00002027,0.00002027,0.00001671,0.00001866,0.08367862,4913.58798125
20150423,0.00002025,0.00002025,0.00001610,0.00001644,0.85505909,51907.90071881
20150424,0.00001598,0.00001682,0.00001502,0.00001633,0.16666188,10833.38712879
20150425,0.00001837,0.00001899,0.00001550,0.00001550,0.79688549,48435.68721340
20150426,0.00001823,0.00001823,0.00001508,0.00001700,2.23061103,139480.11900965
20150427,0.00001700,0.00001770,0.00001607,0.00001770,0.93617266,56517.34658724
20150428,0.00001607,0.00001770,0.00001605,0.00001610,0.18619476,10718.14535194
20150430,0.00001560,0.00001560,0.00001502,0.00001502,1.15472130,76306.00708863
20150501,0.00001710,0.00001713,0.00001710,0.00001713,0.18806007,10992.41506130
20150502,0.00001524,0.00001712,0.00001510,0.00001712,0.34920802,21586.51973474
